location_name,street_address,city,latitude,longitude
Duck Donuts,125 S Fraser St,State College,40.793357,-77.861871
Duck Donuts,250 University Dr.,State College,40.806577,-77.857013
Duffy's Tavern,113 E Main St,Boalsburg,40.775913,-77.792305
Dunham's Sports,2901 E College Ave,State College,40.83252,-77.800436
Dunkin',1430 N Atherton St,Park Forest Village,40.805494,-77.888294
Dunkin',3180 W College Ave,State College,40.760792,-77.878003
Dunkin',200 W College Ave,State College,40.793416,-77.862731
Dunkin',1311 S Atherton St,State College,40.784805,-77.843809
Dunkin',1381 E College Ave,State College,40.810471,-77.83191
Dunkin',2825 Benner Pike,Bellefonte,40.88305,-77.780831
Dunlap's Auto Sales,Rr 1,South Philipsburg,40.88769,-78.219955
Dutch Valley Bakery,Rr 45,Millheim,40.88164,-77.515706
Dutt Robin M OD,208 S Allen St,State College,40.793252,-77.860284
E P Welding,225 School House Dr,Howard,40.994156,-77.632722
Eagle Cemetery,Eagle Cemetery Road,Howard,40.966316,-77.73817
Eagle Towing & Recovery,1049 Runville Rd,Bellefonte,40.96086,-77.837999
Earlystown Diner,2770 Earlystown Rd,Centre Hall,40.829613,-77.68186
Earth and Mineral Science Museum & Art Gallery,116 Deike Bldg,State College,40.794203,-77.865381
Earth And Mineral Sciences Museum And Gallery,201 Old Main,State College,40.795358,-77.861359
East Asian Market,215 Blue Course Dr Ste A,State College,40.802941,-77.884295
East Coast Health & Fitness,250 W Hamilton Ave,State College,40.787147,-77.856455
East European Market,2110 N Atherton St,Park Forest Village,40.809378,-77.910763
East Fairmount Park,518 E Fairmount Ave,State College,40.797487,-77.850665
Easter Seals Child Development Center,383 Rolling Ridge Dr,State College,40.787483,-77.826189
Easterly Parkway El Sch,234 Easterly Pkwy,State College,40.788639,-77.8471
Easterly Parkway School Age Child Care,234 Easterly Pkwy,State College,40.788787,-77.847167
Eckenroth Michael L Painting,305 N High St,Port Matilda,40.801008,-78.056107
Econo Lodge,3482 Benner Pike,Bellefonte,40.894147,-77.784978
Eddie's Bicycles & Hockey Equipment,480 E College Ave,State College,40.799272,-77.854951
Eden Reformed Cemetery,Orviston Mountain Road,Howard,41.057236,-77.690416
Edible Arrangements,337 Benner Pike,State College,40.831461,-77.8094
Edward Jones,271 Northland Ctr,Park Forest Village,40.803278,-77.887566
Edward Jones,611 University Dr Ste 113,State College,40.79892,-77.846686
Edward Jones,123 Rolling Ridge Dr,State College,40.786064,-77.82961
Edward Jones,125 N Allegheny St,Bellefonte,40.912939,-77.778397
Edwards Chiropractic,2766 W College Ave Ste 200,State College,40.764699,-77.882148
Elaine Sanders RE MAX CENTRE REALTY,1375 Martin St,Park Forest Village,40.801835,-77.886146
Elaine's On Main Street,200 E Main St,Boalsburg,40.775905,-77.790656
Elk Creek Cafe Aleworks,100 W Main St,Millheim,40.891053,-77.476946
Elk Creek School,142 Elk Creek Rd,Madisonburg,40.934655,-77.447563
Elk Spring,136 S Pennsylvania Ave,Centre Hall,40.843359,-77.681747
Elmcroft of State College,150 Farmstead Ln,Park Forest Village,40.790081,-77.906104
Elmcroft Senior Living,150 Farmstead Ln,Park Forest Village,40.790083,-77.906076
Elmwood Media Group,1243 Skytop Mountain Rd,Port Matilda,40.834932,-77.973977
Emanuel Union Cemetery,Tusseyville Road,Centre Hall,40.798401,-77.677762
Emmanuel Lutheran Church,206 S Burrowes St,State College,40.791421,-77.862516
Empire Beauty School,206 W Hamilton Ave,State College,40.787577,-77.855848
Encompass Health,550 W College Ave,Pleasant Gap,40.860254,-77.755789
Encompass Health Rehabilitation Hospital of Nittany Valley,550 W College Ave,Pleasant Gap,40.860243,-77.755789
End Zone,100 Lion Ln,Port Matilda,40.827024,-77.999992
End Zone Show Club,100 Lion Ln,Port Matilda,40.827035,-77.99999
Endara Marcelo Dr,1285 Haymaker Rd,State College,40.796551,-77.823547
Energy Rehab Wellness and Training,785 E Mountain Rd,Port Matilda,40.839805,-78.082374
English Painting,115 Laurel Hill Dr,Philipsburg,40.901886,-78.133391
Enterprise Rent-A-Car,215 Blue Course Dr Unit B,State College,40.802977,-77.884259
Enterprise Rent-A-Car,2493 Fox Hill Rd,State College,40.851256,-77.850802
Equinox Cafe,100 W Main St,Millheim,40.891143,-77.476988
Erhard Memorial Church Christian And Missionary Alliance,336 Walnut St,South Philipsburg,40.887094,-78.217712
Erin Carey Florals,221 W High St Loft 100,Bellefonte,40.911359,-77.7803
Escape Artists Centre County,2290 E College Ave,Lemont,40.823057,-77.811999
Escape Room,210 E Calder Way,State College,40.79512,-77.859355
ESSpa at The Carnegie Inn and Spa,100 Cricklewood Dr,Toftrees,40.824278,-77.892041
Ethereal,216 E College Ave,State College,40.795523,-77.859883
Eugene Fasick Memorial Park,Section 1 202 Willowbrook Dr; Section 2 110 Fasick,Boalsburg,40.781671,-77.764966
Evolve Studio,326 W Beaver Ave,State College,40.791077,-77.863256
Express Employment Professionals,135 Rolling Ridge Dr,State College,40.786288,-77.829576
Exscape Smoke Shop and Vapor Lounge,121 E Beaver Ave,State College,40.793894,-77.859961
Extreme Custom Cycles,475 E College Ave,Pleasant Gap,40.876149,-77.731717
Exxon Mobil,1473 Port Matilda Hwy,Philipsburg,40.900263,-78.20938
Exxon Mobil,5140 W Buffalo Run Rd,Port Matilda,40.828181,-77.96286
Exxon Mobil,315 W Aaron Dr,Park Forest Village,40.806625,-77.892822
Exxon Mobil,3180 W College Ave,State College,40.760591,-77.877729
Exxon Mobil,803 N Atherton St,State College,40.798739,-77.875161
Exxon Mobil,815 S Allen St,State College,40.789234,-77.852289
Exxon Mobil,1381 E College Ave,State College,40.810634,-77.831646
Exxon Mobil,300 Willowbank St,Bellefonte,40.907789,-77.781634
EZ Adult Playtime Boutique,101 Lion Ln,Port Matilda,40.827168,-77.999484
F45 State College,232 E College Ave,State College,40.795837,-77.859393
Faccia Luna Pizzeria,1229 S Atherton St,State College,40.784813,-77.847378
Fahracres Kennels,868 Ulrich Rd,Julian,40.892406,-77.952708
Fairbrook First Steps Christain Pre School,4201 W Whitehall Rd,Ramblewood,40.7295,-77.933958
Fairbrook United Methodist Church,4201 W Whitehall Rd,Ramblewood,40.729606,-77.934033
Fairfield Inn & Suites by Marriott,2215 N Atherton St,State College,40.810737,-77.911464
Fairview Cemetery,Fairview Road And Bullitt Run Road,Howard,41.013942,-77.767176
Fairview Cemetery,State Highway 45 And Legion Lane,Millheim,40.887571,-77.486373
Fairways At Brookline,1950 Cliffside Dr,State College,40.789789,-77.82946
Faith Alive Fellowship,Rr 2,Spring Mills,40.853413,-77.567478
Faith Alive Fellowship,4394 Penns Valley Rd,Spring Mills,40.87141,-77.540538
Faith Baptist Church,Liberty St,Blanchard,41.064781,-77.599318
Faith Chapel United Methodist Church,551 Hunter Run Rd,Howard,41.05582,-77.643526
Faith United Church of Christ,300 E College Ave,State College,40.796506,-77.858168
Faith United Methodist Church,512 Hughes St,Bellefonte,40.910433,-77.763308
Faithcenter,110 W High St,Bellefonte,40.911662,-77.778257
Family Care Home Health Agency,221 W High St Ste 300,Bellefonte,40.911358,-77.780292
Family Clothes Line,352 E College Ave,State College,40.797478,-77.856998
Family Foot Center,1318 W College Ave,State College,40.782849,-77.875431
Family Life of Penns Valley,3596 Penns Valley Rd,Spring Mills,40.84813,-77.608909
Family Recovery Solutions Port Matilda,1243 Skytop Mountain Rd Ste 2,Port Matilda,40.83494,-77.974007
Famous Ernie's Steaks,111 E Beaver Ave,State College,40.793799,-77.860091
Far Corners Asian Market,1012 W College Ave,State College,40.785363,-77.872699
Far Corners Oriental Market,1101 N Atherton St Ste B,State College,40.80176,-77.879547
Farmers Insurance Group,301 S Allen St Ste 104,State College,40.792422,-77.858272
Fasta & Ravioli,157 W College Ave,Pleasant Gap,40.866715,-77.748853
Fastenal,2601 E College Ave Ste B,State College,40.828043,-77.807896
Feathered Hook,516 Main St,Coburn,40.863137,-77.462751
Federal Taphouse,130 S Fraser St,State College,40.792771,-77.86215
FedEx,101 N Atherton St,State College,40.792051,-77.865389
FedEx,2175 Fox Hill Rd,State College,40.849137,-77.854639
Ferguson Township Police Department State College Pennsylvania,3147 Research Dr,State College,40.76223,-77.874745
Fetterolf's Barber Shop,234 E College Ave Ste B,State College,40.795998,-77.85928
Fiddlehead,134 W College Ave,State College,40.793587,-77.862492
Figlin Joshua M Dr,673 Pike St,Lemont,40.812927,-77.818968
Finance of America Mortgage,2330 Commercial Blvd Ste 500,Houserville,40.825317,-77.813034
Financial Abundance,2134 Sandy Dr Ste 1,State College,40.78436,-77.904154
Finatics,2901 E College Ave,State College,40.832505,-77.800447
Findlay Dining Commons,Findlay Commons,State College,40.806427,-77.862293
Fine Wine and Good Spirits,15 W Olive St,Snow Shoe,41.030575,-77.94927
Fine Wine and Good Spirits,1682 N Atherton St,Park Forest Village,40.807549,-77.896847
Fine Wine and Good Spirits,230 W Hamilton Ave,State College,40.787382,-77.856077
Fine Wine and Good Spirits,127 Southridge Plz,State College,40.783992,-77.830973
Fine Wine and Good Spirits,323 Benner Pike,State College,40.83102,-77.80887
Fine Wine and Good Spirits,178 Buckaroo Ln,Bellefonte,40.913126,-77.738256
Firestone Complete Auto Care,2165 S Atherton St,State College,40.785752,-77.829686
First Affiliated Insurance,1350 E College Ave Ste 2,State College,40.809755,-77.831805
First Baptist Church,Beaver & S Center St,Philipsburg,40.895704,-78.220136
First Baptist Church Of Bellefonte Pennsylvania,539 Jacksonville Rd,Bellefonte,40.928123,-77.752453
First Church of Christ Scientist,617 E Hamilton Ave,State College,40.797798,-77.848482
First Citizens Community Bank,141 W Beaver Ave,State College,40.792729,-77.861484
First Evangelical Lutheran Church,Laurel & 3 Sts,Philipsburg,40.895884,-78.223266
First Presbyterian Church,509 E Presqueisle St,Philipsburg,40.897755,-78.218706
First Presbyterian Church of Bellefonte,203 N Spring St,Bellefonte,40.912992,-77.780471
Fischer's Auto Centre,1025 Benner Pike,State College,40.840131,-77.798917
Fisher Auto Parts,104 W Presqueisle St,Philipsburg,40.894714,-78.223566
Fisher Auto Parts,1400 W College Ave Ste 1,State College,40.782309,-77.875984
Fisher Auto Parts,701 E Bishop St,Bellefonte,40.91324,-77.766678
Fisher's Shoe & Saddle Shop,201 Madisonburg Pike,Madisonburg,40.927967,-77.519132
Fishermans Paradise,1115 Spring Creek Rd,Bellefonte,40.883581,-77.784768
Fitology,542 Westerly Pkwy,State College,40.781873,-77.853141
Fitted Cuts,119 S Fraser St,State College,40.793151,-77.862486
Five Below,339 Colonnade Blvd,State College,40.812235,-77.907676
Five Guys,226 W College Ave,State College,40.792754,-77.863189
Five Springs Dog Grooming,365 Smith Rd,Stormstown,40.770188,-78.027449
Flyfisher's Paradise,2603 E College Ave,State College,40.828527,-77.808518
Fmc Dialysis of State College,3901 S Atherton St,State College,40.781997,-77.80149
"FNB Bank, N.A.",1667 N Atherton St,State College,40.808674,-77.898444
"FNB Bank, N.A.",2591 Park Center Blvd,State College,40.766445,-77.883613
"FNB Bank, N.A.",117 S Allen St,State College,40.794216,-77.860709
"FNB Bank, N.A.",222 S Allen St,State College,40.792803,-77.85998
"FNB Bank, N.A.",366 E College Ave,State College,40.797817,-77.856857
"FNB Bank, N.A.",1811 S Atherton St,State College,40.785811,-77.833762
"FNB Bank, N.A.",1480 E College Ave,State College,40.810626,-77.82933
"FNB Bank, N.A.",400 Boal Ave,Boalsburg,40.776391,-77.78791
"FNB Bank, N.A.",137 N Allegheny St,Bellefonte,40.913181,-77.778613
"FNB Bank, N.A.",101 E Main St,Millheim,40.89081,-77.476604
Fogleman Overlook Park,252 Meadowsweet Dr,Houserville,40.826565,-77.821208
Footie's Gardens and Landscapes,19 Colonnade Way,State College,40.810269,-77.90604
For Men Only,125 E Beaver Ave,State College,40.794065,-77.859779
Formalities by Tracina Fisher,710 Pleasant View Blvd,Bellefonte,40.924378,-77.779018
Foundation Building Materials (FBM),435 E Rolling Ridge Dr,Bellefonte,40.890238,-77.775135
Four Springs Veterinary Clinic,2147 Upper Brush Valley Rd,Centre Hall,40.830527,-77.718868
Four Ways Pub & Eatery,685 Pleasant View Blvd,Bellefonte,40.923861,-77.7803
Fox Hill Gardens,1035 Fox Hill Rd,State College,40.834576,-77.879024
Foxdale Village,500 E Marylyn Ave,State College,40.783422,-77.836971
Fred L Metzger DVM,1044 Benner Pike,State College,40.840292,-77.796909
Free Methodist Church,Rr 1,South Philipsburg,40.887687,-78.219948
Free Methodist Church,848 Science Park Rd,State College,40.787334,-77.905266
Freedom Gun and Rifle,1870 General Potter Hwy,Centre Hall,40.786564,-77.717389
Freeze Thaw Cycles,109 S Allen St,State College,40.794301,-77.861159
Fresenius Kidney Care,3901 S Atherton St Ste 7,State College,40.782017,-77.801486
Fresenius Medical Care State College,3901 S Atherton St Ste 7,Boalsburg,40.781835,-77.801417
Fresh Internet Ideas,413 E Waring Ave,State College,40.794156,-77.847982
Friends Cemetery,State Route 550,Warriors Mark,40.758593,-78.065276
Friends Cemetery Alexander Farm,Sycamore Lane,Julian,40.92645,-77.828473
Friends Meeting of State College,611 E Prospect Ave,State College,40.798166,-77.849995
Friends Schoolhouse,611 E Prospect Ave,State College,40.798159,-77.849986
Frost & Conn,1301 N Atherton St,State College,40.804035,-77.884262
Frost Entomological Museum,160 Curtin Road,State College,40.802951,-77.862321
Frye's Sweeper & Sewing Center,1011 E College Ave Ste C,State College,40.806371,-77.841434
Fulton Bank,2017 N Atherton St,State College,40.809881,-77.907371
Fulton Bank,122 Eagle Pt,Milesburg,40.94325,-77.785961
Fusco John DPM,460 E Cherry Ln,Bellefonte,40.912807,-77.770534
G N Diversified Associates,107 Designers Dr,Centre Hall,40.791107,-77.702306
G W Auto Body,130 Hawbaker Industrial Dr,State College,40.813137,-77.914294
Gabriel T Mancuso DMD Philipsburg Dental Partners,101 N Front St,Philipsburg,40.896285,-78.223038
Galanga By Cozy Thai,454 E College Ave,State College,40.79878,-77.855253
Galbraith Thomas M,11053 N Eagle Valley Rd,Blanchard,41.063996,-77.604061
GameStop,1649 N Atherton St. None,State College,40.810724,-77.895294
Gannett Fleming,2601 Gateway Dr,State College,40.767419,-77.88439
Garbrick Amusements & Manufacturing,Penna Ave,Centre Hall,40.848677,-77.6887
Garbrick Shadle Insurance Agency,175 W College Ave,Pleasant Gap,40.866047,-77.749646
Gardens Restaurant,215 Innovation Blvd,State College,40.831656,-77.845204
Gardner's Candies,1613 N Atherton St Ste B,State College,40.808229,-77.89382
Gary Schultz Child Care Center At Hort Woods,Corner of Allen Rd & Park,State College,40.802745,-77.860021
Gary Thull Pools Inc A BioGuard Platinum Dealer,551 E College Ave,Pleasant Gap,40.8789,-77.727707
Gatesburg Lutheran Church,1924 W Gatesburg Rd,Warriors Mark,40.745177,-78.004365
Gavek Graphics,123 Homan Ln,Centre Hall,40.832128,-77.681503
Geisinger,210 Medical Center Dr,North Philipsburg,40.906721,-78.204841
Geisinger,132 Abigail Ln,Port Matilda,40.81457,-77.941828
Geisinger,2520 Green Tech Dr Ste D,State College,40.813017,-77.918487
Geisinger,1630 N Atherton St,Park Forest Village,40.806901,-77.893765
Geisinger,428 Windmere Dr Ste 200,State College,40.787433,-77.82541
Geisinger,200 Scenery Dr,State College,40.785046,-77.819964
Geisinger,819 E Bishop St,Bellefonte,40.914203,-77.763764
Gem Dugout,1652 Princeton Dr,Park Forest Village,40.799263,-77.901421
Gemelli Bakers,129 McAllister Aly,State College,40.79512,-77.859343
Gemini Enterprises TAMR,601 W College Ave,State College,40.790026,-77.867944
George's Floral Boutique,482 E College Ave,State College,40.79921,-77.854883
Get Air,2252 E College Ave,Lemont,40.821859,-77.812156
GettigS Little League Fields,205 Gettig Ln,Pleasant Gap,40.8709,-77.7463
Getwirelessnet,220 Regent Ct,State College,40.783989,-77.820673
Giant Food Stores,255 Northland Ctr,Park Forest Village,40.802668,-77.887201
Giant Food Stores,2121 S Atherton St,State College,40.786059,-77.831103
Giant Pharmacy,255 W Clinton Avenue,Park Forest Village,40.802539,-77.886705
Gigi's,2080 Cato Ave,State College,40.762593,-77.880017
Gio's Hair Design 2,484 E College Ave,State College,40.799227,-77.854875
Glass Doctor of State College,426 S Atherton St Ste 1,State College,40.788059,-77.860554
Glenn Jerry MD Physicians Office,3901 S Atherton St,State College,40.782105,-77.801365
Glenn Park,125 Shady Dr,Lemont,40.807748,-77.821219
Glf Pet Connection,112 Gray Cir,Spring Mills,40.855583,-77.574644
GNC (General Nutrition Centers),1643 N Atherton St,State College,40.810606,-77.8954
GNC (General Nutrition Centers),200 E College Ave,State College,40.795291,-77.860202
GodSpeed Events and Lodging,7897 S Eagle Valley Rd,Port Matilda,40.81756,-78.032726
Golden Design Hair Studio,111 Boal Ave,Boalsburg,40.778579,-77.792589
Good Day Cafe,286 W Hamilton Ave,State College,40.786921,-77.857044
Good Intent Cider,167 S Potter St,Bellefonte,40.910236,-77.783826
Good Scents Candle Company,115 E Main St,Millheim,40.890928,-77.476033
Good Shepherd Catholic Church,867 Grays Woods Blvd,Port Matilda,40.811425,-77.946236
Good Shepherd Evangelical Lutheran Church,851 Science Park Rd,State College,40.787841,-77.904272
Goodwill Industries,424 Westerly Pkwy,State College,40.782881,-77.851424
Gordon D Kissinger Meadow,601 E Branch Rd,State College,40.788815,-77.833727
Gordon Jewelers,Nittany Mall,State College,40.832535,-77.80047
Gouniversity Inc,623 W Foster Ave,State College,40.787398,-77.865511
GovernorS Park,Governors Park Rd,Bellefonte,40.906892,-77.750745
GP Cabinets,276 Spearing St,Howard,41.011118,-77.659538
Grace Fellowship Church Of State College,141 W Beaver Ave Ste A,State College,40.792739,-77.861517
Grace Lutheran Church Columbarium,205 S Garner St,State College,40.796906,-77.855212
Grace Lutheran Day School,205 S Garner St,State College,40.796981,-77.854777
Grace Lutheran Preschool & Kindergarten,205 S Garner St,State College,40.796711,-77.855091
Grace Prep High School,3006 Research Dr,State College,40.766686,-77.880731
Grace Presbyterian Church,370 Airport Rd,State College,40.777332,-77.879728
Grace United Church of Christ,118 Two Steeples Ln,Spring Mills,40.854383,-77.571371
Grace United Methodist Church,912 E Pine St,Philipsburg,40.90053,-78.216034
Grace United Methodist Church,127 Penns Ct,Centre Hall,40.845465,-77.676743
Graduate Hotels,125 S Atherton St,State College,40.791513,-77.864075
Graduate State College,125 S Atherton St,State College,40.791521,-77.864152
Graham's Up In Smoke BBQ,838 Tyrone Pike,Philipsburg,40.879632,-78.212292
Grattan's Pharmacy,230 N Front St,Philipsburg,40.897919,-78.223875
Gray's Woods El Sch,160 Brackenbourne Dr,Port Matilda,40.801652,-77.957592
Graycairn Park,116 Heiskel Dr,Port Matilda,40.818969,-77.967642
Grays Cemetery,State Route 550,Stormstown,40.812799,-77.990649
Grays United Methodist Church,Rr 1,Port Matilda,40.799521,-78.054173
Grays Woods Elementary,160 Brackenbourne Drive,State College,40.80141,-77.957808
Graysdale Park,880 Grays Woods Blvd,Port Matilda,40.807098,-77.947301
Great Clips,1890 N Atherton St,Park Forest Village,40.808727,-77.904699
Green Bowl,131 W Beaver Ave,State College,40.792815,-77.861331
Green Grove Cemetery,Green Grove Road,Spring Mills,40.798199,-77.85993
Green Hollow Park,1900 Park Forest Ave,Park Forest Village,40.80594,-77.907227
Green Horizon Landscape,2821 Earlystown Rd,Centre Hall,40.832888,-77.678691
Greenbriar Saybrook Park,1386 N Foxpointe Dr,State College,40.783907,-77.911796
Greenhills Village,301 Farmstead Ln,State College,40.790598,-77.902147
Gregg Township Volunteer Fire Company 1,106 Water St,Spring Mills,40.855491,-77.572567
Greyhound,415 N 4th St,Philipsburg,40.901162,-78.223569
Greyhound,152 N Atherton St,State College,40.792146,-77.867843
Greyhound,102 S Allegheny St,Bellefonte,40.912161,-77.777351
Griffin's,11053 N Eagle Valley Rd,Blanchard,41.063963,-77.604103
Grove Jeannie,981 Lower Georges Valley Rd,Spring Mills,40.830792,-77.553608
Growing In Faith,512 Hughes St,Bellefonte,40.910111,-77.763915
Growing Tree Toys,202 S Allen St,State College,40.793243,-77.860313
GuDong,2901 E College Ave,State College,40.834076,-77.799116
Guiding Light Health,1315 S Allen St Ste 104,State College,40.783924,-77.847569
Gumby's Pizza,300 S Pugh St,State College,40.793042,-77.857065
Gunn Mowery,718 Bellaire Ave,State College,40.799131,-77.847307
H&M (Hennes & Mauritz),Fraser Centre Penn State 118 S Fraser Street,State College,40.792927,-77.862313
H&R Block,2071 S Atherton St,State College,40.786181,-77.831886
H&R Block,144 S Allegheny St,Bellefonte,40.910996,-77.777231
Habitat for Humanity,1155 Zion Rd,Bellefonte,40.915283,-77.752492
Habitat for Humanity ReStore,1155 Zion Rd,Bellefonte,40.915276,-77.752506
Hair Dezigns,214 W Hamilton Ave,State College,40.787641,-77.85604
Hair Expressions by Mindy,115 E Bishop St,Bellefonte,40.91103,-77.77684
Hair It Iz,675 Pleasant View Blvd,Bellefonte,40.923459,-77.780741
Hair Time,234 E College Ave Ste B,State College,40.795993,-77.859306
Half Moon Valley Towing,2036 Halfmoon Valley Rd,Stormstown,40.793175,-78.016958
Halfmoon Christian Fellowship Church,1776 Halfmoon Valley Rd,Stormstown,40.796593,-78.008164
Halfmoon Valley Animal Hospital,1070 Smith Rd,Stormstown,40.785455,-78.02737
Halfmoon Valley Towing,203 E Plank Rd,Port Matilda,40.800078,-78.054055
Halfmoon Valley Towing,Halfmoon Valley Rd,Stormstown,40.793209,-78.016945
Hallmark Cards,1637 N Atherton St Ste M N,State College,40.810554,-77.895307
Hamilton Square Shop Center,230 W Hamilton Ave,State College,40.787522,-77.8563
Hampton,1955 Waddle Rd,State College,40.817458,-77.898128
Hampton,1101 E College Ave,State College,40.807229,-77.840615
Hands In Health,1050 Benner Pike,State College,40.840482,-77.797203
Haney Harold J DMD,232 S Burrowes St,State College,40.790834,-77.86183
Haney Harold J DMD,2760 Earlystown Rd,Centre Hall,40.829106,-77.682506
Hank's Arco,2463 S Eagle Valley Rd,Julian,40.909245,-77.872728
Hanlen & Associates,104 W Main St,Boalsburg,40.775276,-77.792702
Happy Buns,426 E College Ave,State College,40.79798,-77.856517
Happy Valley Brewing Company,137 Elmwood St,State College,40.810598,-77.829332
Happy Valley Car Credit,3280 W College Ave,State College,40.759028,-77.876239
Happy Valley Hookah,108 W Beaver Ave Ste 206,State College,40.793195,-77.860492
Happy Valley Minigolf,1890 S Atherton St,State College,40.783529,-77.830442
Happy Valley Vineyard and Winery,576 S Foxpointe Dr,State College,40.768243,-77.901411
Harley Davidson,107 Yearicks Blvd,Centre Hall,40.789972,-77.710599
Harmony at State College,121 Havershire Blvd,State College,40.787764,-77.893114
Harner Farm Market,2191 W Whitehall Rd,State College,40.76011,-77.878733
Harpers,224 E College Ave,State College,40.795714,-77.859538
Harpster Park,174 Pilgrim Dr,Boalsburg,40.782698,-77.789066
Harrison's Eat Well Catering,1221 E College Ave,State College,40.809428,-77.83521
Harrison's Wine Grill,1221 E College Ave,State College,40.809237,-77.83527
Harry's Alignment Service,518 Front St,Milesburg,40.941419,-77.798318
Hart Mary Margaret PHD,2703 Valley View Rd,Bellefonte,40.872528,-77.884626
Hartman Agency,1051 Shiloh Rd,State College,40.843175,-77.80922
Harvey's Food Mart,169 W Main St,Millheim,40.888858,-77.483561
Haugh Family Farm,Circleville Rd,Park Forest Village,40.802916,-77.935318
Haymarket Park,1631 Bristol Avenue,State College,40.772438,-77.875046
Headlines Hair Design,1039 Axemann Rd,Bellefonte,40.882653,-77.760346
Healing Springs Commiunity Church,587 Rock Rd,State College,40.841758,-77.825255
Health Street,1613 N Atherton St Ste B,State College,40.808365,-77.8938
Health Street,235 Northland Ctr,Park Forest Village,40.802608,-77.886201
Health Street,426 S Allen St Ste 300,State College,40.791049,-77.856688
Healthy Journey,135 Saint Paul St,Bellefonte,40.910842,-77.783951
Hearthside Rehab Center,450 Waupelani Dr,State College,40.777262,-77.854137
Hearthside Rehabilitation & Nursing Ctr,450 Waupelani Dr,State College,40.777272,-77.854137
Hearts for the Homeless,100 S Fraser St,State College,40.793503,-77.862453
Heather Dick LCSW MAC CAADC,270 Walker Dr Ste 331E,State College,40.8153,-77.829864
Heatwole Golf Design,2134 Sandy Dr,State College,40.784243,-77.90399
Heckman Cemetery,Heckman Cemetery Road,Spring Mills,40.863998,-77.536845
Heimer Eye Care Associates PC,1700 Old Gatesburg Rd,State College,40.782494,-77.886866
Heimer Eye Care Associates PC,141 Medical Park Ln,Bellefonte,40.915794,-77.749299
Heitzmann Dennis PHD,315 S Allen St,State College,40.792441,-77.858017
Heller Debra G DC,3930 Penns Valley Rd,Spring Mills,40.85629,-77.57879
Hello Bistro,126 W College Ave,State College,40.793765,-77.862077
Hemmelstein Neal A PHD,315 S Allen St,State College,40.792431,-77.857748
Henderson Cemetery,Henderson Road,Julian,40.86399,-77.998856
Henry Surveys,6970 S Eagle Valley Rd,Port Matilda,40.83612,-78.008103
Herbert Leigh Psychotherapist,123 Mountain Rd,State College,40.764404,-77.826316
Herron Nancy L Dr,303 Farmstead Ln,State College,40.790192,-77.900788
Hertz,200 W Beaver Ave,State College,40.791882,-77.861278
Hertz,2493 Fox Hill Rd,State College,40.851373,-77.85076
Hertz,2535 Fox Hill Rd,State College,40.853766,-77.848226
Hess Field complex,1707 Shingletown Rd,State College,40.768116,-77.821443
Hibachi-San,7 Hub Robeson Center,State College,40.797697,-77.861694
Hickey W R Beer Distributor INC,1321 E College Ave,State College,40.809889,-77.833452
Hide & Seek Prenatal Peek,610 Willowbank St,Bellefonte,40.90569,-77.785187
High Point Park,855 Whitehall Road,State College,40.771603,-77.858848
Highwood Auto Repair,146 Zendt Ln,Port Matilda,40.808597,-78.04493
Hildebrand Chiropractic,1460 Martin St,Park Forest Village,40.80393,-77.890955
Hill Side School,6277 Brush Valley Rd,Rebersburg,40.963632,-77.372732
Hilton Garden Inn,1221 E College Ave,State College,40.809244,-77.835276
HiWay Pizza Pub,1688 N Atherton St,Park Forest Village,40.807568,-77.897076
HiWay Pizza Pub West,1301 W College Ave,State College,40.784313,-77.875212
Hofbrau,106 E Bishop St,Bellefonte,40.9107,-77.776963
Hogs Galore,330 Enterprise Dr,Philipsburg,40.896487,-78.193858
Holes Automotive,1628 Birch Ct,State College,40.773563,-77.875627
Holiday Hair,331 Colonnade Blvd,State College,40.812214,-77.907457
Holiday Hair,166 Rolling Ridge Dr,State College,40.78602,-77.827922
Holiday Hair,2901 E College Ave Ste 420,State College,40.832281,-77.801434
Holiday Inn Express,1925 Waddle Rd,State College,40.816557,-77.897697
Holmes Foster Park,600 S Sparks St & 901 Westerly Pkwy,State College,40.783059,-77.864972
Holsingers Automotive Repair,2989 Benner Pike,Bellefonte,40.88769,-77.782426
Holy Cross Cemetery,Upper Georges Valley Road And Harter Road,Spring Mills,40.841906,-77.571251
Holy Trinity Orthodox Church,119 S Sparks St,State College,40.788849,-77.867886
Homan's General Store of Potters Mills,125 Old Fort Rd,Spring Mills,40.795376,-77.625382
Home D Pizzeria,1820 S Atherton St,State College,40.784661,-77.832878
Home Helpers,1951 Pine Hall Rd,State College,40.773656,-77.89095
Homefire Christian Fellowship,320 W Whitehall Rd,State College,40.778825,-77.849648
HomeGoods,48 Colonnade Way,State College,40.812336,-77.90437
Homestead Park,145 Farmstead Ln,Park Forest Village,40.793225,-77.904262
Hope Fire Company 2,400 N Front St,Philipsburg,40.899126,-78.224885
Horace Mann Insurance,100 Cherry Ridge Rd,Park Forest Village,40.79598,-77.909322
Horace Mann Insurance Incorporated,1200 W College Ave,State College,40.784492,-77.874058
Hoss's Steak and Sea,1450 N Atherton St,Park Forest Village,40.805974,-77.889511
Hosterman & Stover,188 W Main St,Millheim,40.888209,-77.487865
Hot Dog House,745 Willowbank St,Bellefonte,40.904467,-77.788047
