location_name,street_address,city,latitude,longitude
Sheetz,101 Valley Vista Dr,Park Forest Village,40.811047,-77.922452
Sheetz,223 Colonnade Blvd,State College,40.816041,-77.901122
Sheetz,1781 N Atherton St,State College,40.809153,-77.901033
Sheetz,129 S Pugh St,State College,40.79493,-77.859286
Sheetz,120 Southridge Plz,State College,40.784351,-77.831712
Sheetz,820 S Eagle Valley Rd,Bellefonte,40.934926,-77.814526
Sheetz,765 Benner Pike,State College,40.835933,-77.802335
Sheetz,2850 Benner Pike,Bellefonte,40.884361,-77.779783
Sheetz,106 Savannah Ln,Centre Hall,40.835095,-77.671319
Shemp's Farm,907 Nittany Valley Dr,Mingoville,40.934057,-77.653187
Shepard Industries,7052 S Eagle Valley Rd,Port Matilda,40.833245,-78.00908
Sherry A Cummings BSN LMT BCRS,246 Centennial Hills Rd,Stormstown,40.764548,-78.032127
Sherwin-Williams,1638 N Atherton St,Park Forest Village,40.806898,-77.893948
Sherwin-Williams,1971 S Atherton St,State College,40.786244,-77.832358
Shields Mitsubishi,3280 W College Ave,State College,40.759023,-77.876276
Shiloh Cemetery,Shiloh Road And Benner Pike,State College,40.837446,-77.801868
Shindig Alley,219 N Front St,Philipsburg,40.897378,-78.224253
Shoe Dept Encore,2901 E College Ave Ste 558,State College,40.832435,-77.802236
Short Hills Plaza,129 Rolling Ridge Dr,State College,40.785826,-77.829379
Shreffler William Automatic Transmission,1028 Old 220 Rd,Bellefonte,40.95116,-77.760132
Shunk's Kitchens,108 E Wilson St,Centre Hall,40.840048,-77.677018
Sichuan House,147 S Allen St,State College,40.793761,-77.860268
Sidney Friedman Parklet,241 S Fraser St,State College,40.79202,-77.859659
Sig Wellness Studio,320 Rolling Ridge Dr Ste 203,State College,40.787101,-77.827976
Simler Insurance Agency,118 E Presqueisle St,Philipsburg,40.895761,-78.221628
Simply Health,1760 S Atherton St,State College,40.784266,-77.834377
Sincere Therapy,221 W High Street Loft 1000,Bellefonte,40.911337,-77.780313
Singer's Body Shop,857 Swartz Hollow Rd,Howard,41.041609,-77.680073
SiteOne Landscape Supply,143 Hawbaker Industrial Dr Ste 109,State College,40.814304,-77.915656
SkyTop Massage &amp Wellness,1243 Skytop Mountain Rd Ste 3,Port Matilda,40.834932,-77.973979
Skytop Mountain Golf Club,350 Freestone Dr,Port Matilda,40.832544,-77.996793
Slab Cabin Cemetery,County Club Road And Shamrock Avenue,State College,40.797462,-77.834709
Slab Cabin Park,150 Slab Cabin Park Rd,State College,40.809694,-77.826294
Slab Town Park,1335 E Pine St,North Philipsburg,40.902534,-78.214423
Sleep Inn,111 Village Dr,State College,40.803579,-77.880557
Sleep Number,1860 N Atherton St,Park Forest Village,40.808569,-77.903907
SmartStyle Family Hair Salons,1665 N Atherton St,State College,40.810329,-77.897097
SmartStyle Family Hair Salons,373 Benner Pike,State College,40.832457,-77.808681
Smash Falafel,214 E Calder Way,State College,40.795121,-77.859373
Smith Front,5 N Front St,Philipsburg,40.895808,-78.222742
Smithfield Park,1211 S Garner St,State College,40.791246,-77.842982
Smokers Express,141 W Bishop St,Bellefonte,40.910702,-77.778867
Snap Custom Pizza,132 W College Ave,State College,40.793625,-77.86238
Snappy's,604 N Front St,Philipsburg,40.900948,-78.226377
Snappy's,503 N Front St,Philipsburg,40.90098,-78.226361
Snappy's,535 University Dr,State College,40.799561,-77.847855
Snappy's,219 S Water St,Bellefonte,40.908446,-77.781626
Snappy's,2892 Earlystown Rd,Centre Hall,40.834804,-77.672507
Snow Shoe Church of Christ Cemetery,Clarence Road,Snow Shoe,41.030825,-77.949556
Snow Shoe Sandwich Shop,144 & 180,Snow Shoe,41.030828,-77.94953
Snow Shoe Truck Stop,529 E Sycamore Rd,Snow Shoe,41.025666,-77.933785
Snydertown Cemetery,Snydertown Road,Snydertown,40.985186,-77.584036
Social Security,901 University Dr Ste 2,State College,40.798423,-77.845327
Solace Massage,668 Pleasant View Blvd,Bellefonte,40.922622,-77.780981
Sons of Israel Congregation Hebrew Cemetery,South Scentre Street And School Street,Philipsburg,40.888209,-78.212223
Soothing Hands Massage Therapy,132 Roanoke Rd,Bellefonte,40.91714,-77.719258
Souled Home Design,231 E Hamilton Ave,State College,40.792155,-77.852691
South Hills Park,126 Aikens Pl,State College,40.784413,-77.850258
South Hills School Of Business & Technology,480 Waupelani Dr,State College,40.775052,-77.855644
Sowers Harvest Cafe,421 E Beaver Ave,State College,40.797293,-77.855478
Spca,2451 General Potter Hwy,Centre Hall,40.797729,-77.666203
Spe Federal Credit Union,650 Science Park Rd,State College,40.782992,-77.901294
Spe Federal Credit Union,2601 A E College Ave,State College,40.82785,-77.807801
Spectra Wood,2651 Carolean Industrial Dr,State College,40.826834,-77.802069
Speedy Furniture of State College,315 Benner Pike,State College,40.830738,-77.80814
Spencer's,2901 E College Ave Ste 970,State College,40.833467,-77.799324
Spherion Staffing Services,2901 E College Ave,State College,40.832548,-77.800471
Spindlecraft,221 N 5th St,Philipsburg,40.899041,-78.220288
Spingfield Subdivision Park,1099 W Springfield Dr,Zion,40.918136,-77.699462
Sport Performance Therapy,2101 S Atherton St,State College,40.786227,-77.831674
Spring Bank School,728 Old Pike Rd,Rebersburg,40.926774,-77.477999
Spring Creek Estates Open Space,187 Creekside Dr,Houserville,40.831353,-77.826574
Spring Creek Nature Park,Roopsburg Rd,Bellefonte,40.906674,-77.789866
Spring Creek Park,151 Spring Creek Park Rd Or 345 Balmoral Way,Houserville,40.820241,-77.831404
Spring Mills Cemetery,Penns Valley Road And Attitude Alley,Spring Mills,40.856697,-77.580128
Spring Run Mini Golf,163 Krout Ln,Pleasant Gap,40.871665,-77.761129
Spring Township Municipal Softball Fields,Blanchard St Ext & Irish Hollow Rd,Bellefonte,40.891744,-77.747594
Springfield House,126 E Main St,Boalsburg,40.775778,-77.791432
SpringHill Suites by Marriott,1935 Waddle Rd,State College,40.816951,-77.896949
Sprucetown Cemetery,Upper Georges Valley Road,Spring Mills,40.809036,-77.62733
St John Evangelist Catholic Church,134 E Bishop St,Bellefonte,40.910699,-77.776199
St John Lutheran Church,216 N McAllister St,Bellefonte,40.918143,-77.763871
St John Lutheran Church,3851 Penns Valley Rd,Spring Mills,40.85413,-77.585744
St John The Evangelist Catholic School,116 E Bishop St,Bellefonte,40.910547,-77.77637
St John's Catholic School,116 E Bishop St,Bellefonte,40.910619,-77.776453
St John's Childhood Center,101 Mill St,Millheim,40.887643,-77.476256
St John's Episcopal Church,120 W Lamb St,Bellefonte,40.91492,-77.779281
St John's UCC,218 N Church St,Boalsburg,40.777419,-77.79352
St John's United Church of Christ,218 N Church St,Boalsburg,40.777442,-77.793498
St John's United Church of Christ,145 W Linn St,Bellefonte,40.915795,-77.780961
St Joseph Institute For Addiction,134 Jacobs Way,Port Matilda,40.779111,-78.174125
St Joseph's Academy,901 Boalsburg Pike,Boalsburg,40.785767,-77.79449
St Josephs Catholic Academy Inc,901 Boalsburg Pike,Boalsburg,40.785974,-77.794522
St Luke's Lutheran Church,N Penna Ave,Centre Hall,40.848526,-77.688905
St Mark Lutheran Church,160 N Main St,Pleasant Gap,40.868399,-77.749577
St Mark Lutheran Church,850 Snydertown Rd,Snydertown,40.9856,-77.582155
St Michael's Rectory,102 Church St,Clarence,41.053843,-77.944657
St Paul Lutheran Church,277 Pine Grove Rd,Pine Grove Mills,40.737999,-77.881075
St Paul's Christian Preschool,127 McAllister St,State College,40.795832,-77.858358
St Pauls AME Church,St Paul St,Bellefonte,40.911318,-77.783986
St Pauls United Methodist Church,109 McAllister Aly,State College,40.795612,-77.859403
St Peter & Paul Catholic Church,400 S 4th St,Philipsburg,40.892889,-78.216331
St Peter Lutheran Church,120 W Main St,Rebersburg,40.94507,-77.443228
St Peters United Church of Christ,1795 W College Ave,State College,40.777407,-77.884255
St Vincent Depaul Society Thrift Store,526 Westerly Pkwy,State College,40.782051,-77.853106
Staci Redman Childcare At Zion Community Church,3261 Zion Rd,Zion,40.915113,-77.684456
Stan Yoder Memorial Preserve,450 W Main St,Boalsburg,40.775412,-77.801816
Stan's Auto Body,Rd,Centre Hall,40.842836,-77.676169
Staples,1646 N Atherton St,Park Forest Village,40.806776,-77.894295
Stapleton Ann M DC,116 Penn St,Millheim,40.889146,-77.476529
Star Valle Entertainment and Decor,27 Fredericksburg Ct,State College,40.811803,-77.901333
Starbucks,2030 North Atherton Street Park Forest Center,Park Forest Village,40.808992,-77.907456
Starbucks,315 Colonnade Blvd,State College,40.812718,-77.906982
Starbucks,E 126 Paterno Library,State College,40.798447,-77.865479
Starbucks,232 W College Ave,State College,40.792777,-77.863485
Starbucks,30 Hub Robeson Center,State College,40.79821,-77.861557
Starbucks,Penn State,State College,40.798106,-77.861228
Starbucks,141 S. Garner Street Centre Court,State College,40.797421,-77.856123
Starbucks,2121 S Atherton St,State College,40.786071,-77.831061
Stark's Auto Service,1454 W College Ave,State College,40.78192,-77.876937
State Amusement Company,1358 E College Ave,State College,40.8095,-77.832339
State Burger,101 S Allegheny St,Bellefonte,40.91179,-77.778081
State College,253 Benner Pike,State College,40.829263,-77.806313
State College Access Church,116 Aikens Pl,State College,40.798198,-77.859895
State College Area Hs,653 Westerly Pkwy,State College,40.781578,-77.856282
State College Bookstore Center,303 Benner Pike,State College,40.830251,-77.805721
State College Borough,131 S Fraser St Ste 3,State College,40.792789,-77.858778
State College Chinese Alliance Church,1250 University Dr,State College,40.792417,-77.840704
State College Chiropractic Group,112 Hetzel St,State College,40.799179,-77.854834
State College Christian And Missionary Alliance Church,1221 W Whitehall Rd,State College,40.769244,-77.864825
State College Christian Church,1107 William St,State College,40.791783,-77.846099
State College Church Of Christ,405 Hillcrest Ave,State College,40.797779,-77.877001
State College Counseling and Consulting Services,270 Walker Dr,State College,40.815312,-77.829869
State College Dialysis,500 Science Park Rd,State College,40.780367,-77.89957
State College Dialysis,500 Science Park Rd Ste 2,State College,40.780366,-77.89954
State College Evangelical Free Church,1243 Blue Course Dr,State College,40.77442,-77.872793
State College Eye Care,611 University Dr Ste 111,State College,40.798991,-77.84676
State College Family Chiropractic Center,905 W Beaver Ave,State College,40.786269,-77.870181
State College Friends School,1900 University Dr,State College,40.781002,-77.839347
State College Korean Church,758 Glenn Rd,State College,40.791977,-77.878686
State College Laser Weight Loss,2766 W College Ave Ste 200,State College,40.764685,-77.882123
STATE COLLEGE LINCOLN,3140 W College Ave,State College,40.761658,-77.878512
State College Orthodontics,2565 Park Center Blvd Ste 300,State College,40.768797,-77.883227
State College Presbyterian Church Columbarium,132 W Beaver Ave,State College,40.792407,-77.861025
State College Shell North,N Atherton St & Clinton Ave,State College,40.803828,-77.881792
State College Spikes,701 Porter Rd,State College,40.812,-77.852652
State College Texaco South,1311 S Atherton St,State College,40.784772,-77.843879
State College Veterinary Hospital,1700 W College Ave,State College,40.778316,-77.881296
State Endodontics,2590 Park Center Blvd,State College,40.767223,-77.882105
State Farm,200 N Centre St,Philipsburg,40.898201,-78.221587
State Farm,2210 N Atherton St,Park Forest Village,40.809369,-77.911525
State Farm,1464 Martin St,Park Forest Village,40.80397,-77.891114
State Farm,1506 W College Ave,State College,40.781376,-77.877647
State Farm,403 S Allen St,State College,40.791714,-77.856416
State Farm,118 Elmwood Street Lemont Exit E Ave,State College,40.810189,-77.830301
State Farm,3082 Benner Pike,Bellefonte,40.890221,-77.782936
State Farm,133 W High St,Bellefonte,40.912024,-77.779126
State Farm,2836 Earlystown Rd,Centre Hall,40.832772,-77.677062
State Game Land 176,State Game Land 176,Stormstown,40.78611,-77.967955
Stay And Play State College Presbyterian Church,132 W Beaver Ave,State College,40.792385,-77.860961
Steiger Clock Shop,Rr 1,Spring Mills,40.853419,-77.567482
Step By Step School For Early Learning,106 Village Dr,State College,40.802571,-77.88035
Stephen Norfolk Land Surveyor,560 Elm Rd,Moshannon,41.031855,-78.022322
Stepping Stones Community,848 Science Park Rd,State College,40.787333,-77.90527
Stern Rhonda Therapist,700 E Beaver Ave Ste 2,State College,40.799981,-77.851228
Steve's Automotive,6360 S Eagle Valley Rd,Julian,40.842301,-77.989238
Steven Crain PhD,315 S Allen St,State College,40.792445,-77.858016
Steven Fishbaine DDS,476 Rolling Ridge Dr Ste 110,State College,40.785556,-77.824133
STOCKER BUICK GMC CADILLAC,273 Benner Pike,State College,40.829874,-77.806055
STOCKER CHEVROLET,701 Benner Pike,State College,40.835483,-77.802775
Stocker Subaru,1454 Dreibelbis St,State College,40.836778,-77.804484
Stoicheff's Auto Parts,2131 N Atherton St,State College,40.81015,-77.91039
Stoltzfus Storage Barns,Rr 192,Madisonburg,40.926119,-77.515539
Stover Cemetery,Penn Valley Road And Farmall Drive,Aaronsburg,40.874988,-77.530147
Stover's Furniture,2901 E College Ave,State College,40.832164,-77.801784
Straley Large Animal Veterinary Services,465 Hublersburg Rd,Hublersburg,40.962232,-77.608312
Straley Veterinary Associates,1819 Zion Rd,Bellefonte,40.916467,-77.726591
Strong Tower Associates,2155 E College Ave,Houserville,40.821421,-77.815534
Stroup Rachael Insurance Agency,4163 Penns Valley Rd,Spring Mills,40.861108,-77.558515
Stuart Richard D Ed,110 Regent Ct,State College,40.784358,-77.822553
Stuckey Mitsubishi,273 Benner Pike,State College,40.829769,-77.805921
Student Book Store,330 E College Ave,State College,40.797105,-77.857632
Stylized Salon,120 Welty Ln,Port Matilda,40.815451,-77.932446
Suburban Park,101 Suburban Ave,State College,40.810774,-77.88742
Subway,503 N Front St,Philipsburg,40.899321,-78.225881
Subway,1665 N. Atherton Place Wal Mart #1640,State College,40.810398,-77.897677
Subway,283 Northland Ctr Northland Shopping Center,Park Forest Village,40.803405,-77.88799
Subway,2790 W College Ave Ste 9,State College,40.764455,-77.88185
Subway,100 S Burrows St 300 West College Ave,State College,40.792446,-77.86382
Subway,300 S Pugh St,State College,40.793182,-77.857224
Subway,456 E College Ave,State College,40.798986,-77.855419
Subway,1700 S Atherton St,State College,40.784557,-77.834693
Subway,373 Benner Pike Wal Mart #2230,State College,40.832571,-77.808
Subway,2892 Earlystown Rd Snappys C Store,Centre Hall,40.834525,-77.672289
Summit Chiropractic and Wellness,901 Benner Pike,State College,40.838274,-77.800082
Summit Chiropractic Clinic,901 Benner Pike,State College,40.838282,-77.800096
Summit Hill Cemetery,Summit Hill Road And Confers Lane,Howard,41.040376,-77.767972
Summit Hill Weslayan Church,1725 Summit Hill Rd,Howard,41.040354,-77.767947
Summit Hill Wesleyan Church Inc,1725 Summit Hill Rd,Howard,41.040364,-77.767942
Sunbelt Rentals,770 W College Ave,Pleasant Gap,40.857923,-77.759962
Sunday's Exxon Service Centers,1234 E College Ave,State College,40.808537,-77.833956
Sunny Days Adult Daily Living Center,105 Stonecrest Dr Ste 1,Bellefonte,40.895806,-77.786396
Sunny Meadow Parochial School,119 Sand Ridge Rd,Snydertown,40.98789,-77.608497
Sunnyside School,Shaffertown Rd,Madisonburg,40.931544,-77.510429
Sunoco,321 N Front St,Philipsburg,40.898269,-78.224915
Sunoco,529 E Sycamore Rd,Snow Shoe,41.026363,-77.933514
Sunoco,913 W College Ave,State College,40.786866,-77.87182
Sunoco,106 N Atherton St,State College,40.791808,-77.865725
Sunoco,224 Boal Ave,Boalsburg,40.777521,-77.790873
Sunoco,1896 E College Ave,Zion,40.915922,-77.678177
Sunoco,107 Market Dr,Spring Mills,40.885728,-77.49249
SunPointe Health,320 Rolling Ridge Dr Ste 100,State College,40.787052,-77.828217
Sunset Park,690 Bigler Rd,State College,40.806537,-77.869691
Sunset View School,894 Hubler Ridge Rd,Howard,40.980683,-77.627987
Sunset View School,894 Hubler Ridge Rd,Bellefonte,40.980698,-77.627981
Sunset View School,122 Turkey Dr,Rebersburg,40.958745,-77.39333
Sunset West Restaurant,521 E College Ave,Pleasant Gap,40.877411,-77.729646
Super 8,1663 South Atherton St South Atherton/Branch Road,State College,40.78618,-77.835083
Supercuts,2030 N Atherton St Ste B,Park Forest Village,40.809009,-77.907568
Supercuts,106 W Beaver Ave,State College,40.793135,-77.860454
Supplysource,200 E Calder Way,State College,40.794906,-77.859632
Suzanne Davis DC Davis Chiropractic,2134 Sandy Dr Ste 9,State College,40.784305,-77.903972
Suzuki,2892 Benner Pike,Bellefonte,40.885302,-77.779894
Suzuki,107 Penn Nursery Rd,Spring Mills,40.779337,-77.617351
Sweet Frog,281 Northland Ctr,Park Forest Village,40.803321,-77.887711
Sweet Scoops Gelato,237 N Pennsylvania Ave,Centre Hall,40.847838,-77.687732
Sweet Tooth Bakery,120 Miller Aly,State College,40.793088,-77.862896
Sweitzer Hardware,2821 Earlystown Rd,Centre Hall,40.831695,-77.678212
Swift Kennedy & Associates,3500 E College Ave Ste 1300,State College,40.835273,-77.791231
Switzer & Switzer Trucking and Repair,160 Greens Run Rd,Howard,41.006806,-77.69053
Synergy Nutrition Consulting,111 S Spring St,Bellefonte,40.911314,-77.779644
SZ Styling,311 W Beaver Ave,State College,40.791525,-77.863052
T Mobile Authorized Retailer,1623 N Atherton St,State College,40.810175,-77.894738
T Mobile Authorized Retailer,2901 E College Ave,State College,40.832345,-77.80163
T Nails & Spa,2266 E College Ave,Lemont,40.822374,-77.812081
T.J. Maxx,1613 C North Atherton St. Tj Maxx Center,State College,40.80858,-77.893615
Taco,113 E College Ave,Pleasant Gap,40.868334,-77.74614
Taco Bell,1909 N Atherton St,State College,40.809349,-77.904792
Taco Bell,100 Rolling Ridge Dr,State College,40.784942,-77.82897
Taco Bell,397 Benner Pike,State College,40.832454,-77.804588
Tadashi,100 S Atherton St,State College,40.791529,-77.86519
Tadashi,206 W College Ave,State College,40.793244,-77.862794
Tai Chi Spa,3208 Benner Pike Ste 1,Bellefonte,40.89356,-77.785028
Tailgate Sports Bar & Grill,1031 E College Ave,State College,40.806524,-77.840811
Tait Farm Food Community Harvest,Rr 322,Centre Hall,40.845102,-77.684441
Tait Farm Foods Production,Rr 322,Boalsburg,40.77611,-77.793729
Tait Farm Harvest Shop & Greenhouse,179 Tait Rd,Centre Hall,40.779758,-77.743911
Tait Farm Trees,Rr 322,Boalsburg,40.7761,-77.793759
Talbots,1341 S Atherton St,State College,40.785105,-77.842187
Talleyrand Park,Roopsburg Rd,Bellefonte,40.910189,-77.78147
Tannenbaum Farms,161 McCool Rd,Centre Hall,40.807738,-77.654367
Target,315 Colonnade Blvd,State College,40.813253,-77.907026
Target,201 W Beaver Ave,State College,40.792595,-77.861947
Tarragon,125 S Atherton St,State College,40.791388,-77.864058
TCO Fly Shop State College,2030 E College Ave,Lemont,40.818922,-77.817314
Tea Time,250 E Calder Way,State College,40.795681,-77.858787
Team Blue Hand Car Wash,117 W Cherry Ln Ste A,State College,40.802011,-77.879369
Tee Jay's Auto Service,102 Hillcrest St,Philipsburg,40.899562,-78.212715
Ten Thousand Villages,1341 S Atherton St Ste 3,State College,40.785029,-77.842898
Teresa's Hair Studio,734 W Main St,Boalsburg,40.774092,-77.810501
Tesla Supercharger Bellefonte,170 Buckaroo Ln,Bellefonte,40.913603,-77.73844
Texas Roadhouse,1885 Waddle Rd,State College,40.815127,-77.897602
That Special Touch,10 Vairo Blvd Ste 433,State College,40.817588,-77.888492
The Adam's Apple,212 E Calder Way,State College,40.795186,-77.85942
The Arboretum at Penn State,336 Forest Resources,State College,40.798216,-77.859924
The Arena,1521 Martin St,Park Forest Village,40.805449,-77.891531
The Atherton Hotel an Ascend Hotel Collection Member,125 S Atherton St,State College,40.7915,-77.864135
The Bar,300 Boal Ave,Boalsburg,40.777137,-77.789834
The Beaten Path,3585 Penns Valley Rd,Spring Mills,40.848547,-77.609963
The Bicycle Shop,441 W College Ave,State College,40.791063,-77.866448
The Blonde Bistro,135 S Allegheny St,Bellefonte,40.910947,-77.777827
The Boalsburg Apothecary Inc,3901 S Atherton St Ste 1 Ste 1,State College,40.782006,-77.801507
The Brewery,233 E Beaver Ave,State College,40.794999,-77.858558
The Calandra Witmer &amp Faussette Team,2300 S Atherton &Amp; 1612 N Atherton St,State College,40.784233,-77.828638
The Canyon,309 E Beaver Ave,State College,40.795971,-77.857327
The Caring Healthcare Network,601 N Front St,Philipsburg,40.900348,-78.227095
The Cat Rental Store,2955 Stewart Dr,State College,40.831934,-77.797533
The Cat Rental Store,175 Progress Dr,Bellefonte,40.868386,-77.773072
The Cat Rental Store,I 80 At Route 150n Exit 158,Howard,40.962509,-77.759617
The Cellular Connection,2901 E College Ave,State College,40.832534,-77.800471
The Church of Jesus Christ of Latter day Saints,842 W Whitehall Rd,State College,40.770125,-77.858561
The Corner Room,100 W College Ave,State College,40.794251,-77.861587
The Cove NY Style Pizzeria,1320B E College Ave,State College,40.808872,-77.83301
The Dining Room,200 W Park Ave,State College,40.797101,-77.870599
The Express Casual Dining,104 E Wilson St,Centre Hall,40.840026,-77.677769
The Faith Baptist Church Of State College,647 Valley Vista Dr,Park Forest Village,40.798454,-77.917387
The Field Burger and Tap,1 Country Club Ln,State College,40.824468,-77.900266
The Gentleman's Salon,421 E Beaver Ave Ste G3,State College,40.797497,-77.855254
The Goddard School,1545 Westerly Pkwy,State College,40.776721,-77.875643
The Governors' Pub,211 W High St,Bellefonte,40.911762,-77.780033
The Great Mish Mosh,128 S Allegheny St,Bellefonte,40.911322,-77.777112
The Greek,102 E Clinton Ave,State College,40.804189,-77.882943
The Hair Lady Katherine Fagan,2428 Setter Run Ln,State College,40.766356,-77.894517
The Highlands,229 W Foster Ave,State College,40.790699,-77.861
The Home Depot,2615 Green Tech Dr,State College,40.814181,-77.922848
The Honey Baked Ham Co.,1724 S Atherton St,State College,40.784486,-77.834622
The Hopshop Beer Market,117 Heister St,State College,40.797248,-77.857151
The IngleBean Coffee House,106 E Main St,Millheim,40.891124,-77.476287
The Laser Center of Central Pennsylvania,428 Windmere Dr,State College,40.787436,-77.825412
The Learning Station,3035 Enterprise Dr,State College,40.765562,-77.881255
The Legacy at State College,478 E Calder Way,State College,40.798674,-77.854177
The Meeting House On Atherton Inc,318 S Atherton St,State College,40.789002,-77.861881
The Men's Wearhouse,201 Triot Ln,State College,40.809904,-77.901941
The Michelle Swope Team,740 S Atherton St,State College,40.785546,-77.855536
The Mountain Valley Diner,850 S Eagle Valley Rd,Bellefonte,40.934771,-77.815209
The Music Mart,227 E Beaver Ave,State College,40.794993,-77.858442
The Naked Egg Cafe,320 Pine Grove Rd,Pine Grove Mills,40.739256,-77.879195
The Nature Inn at Bald Eagle,201 Warbler Way,Howard,41.037998,-77.63253
The Nittany Grill,1800 E Park Ave,State College,40.819027,-77.843472
The Nittany Lion Inn,200 W Park Ave,State College,40.797017,-77.870909
The North Club,1510 Martin St,Park Forest Village,40.804556,-77.892115
The Original Brother's Pizza,201 W Olive St,Snow Shoe,41.030519,-77.949925
The Overlook Grill,559 N Pennsylvania Ave,Centre Hall,40.843914,-77.708505
The Penn State Tea House,34 Ritenour Bldg # State,State College,40.799797,-77.861059
The Penn Stater Hotel and Conference Center,215 Innovation Blvd,State College,40.831909,-77.844907
The PYP Studio,1748 S Atherton St,State College,40.784297,-77.834475
The Queen A Victorian Bed & Breakfast,176 E Linn St,Bellefonte,40.916216,-77.776512
The Saloon,101 Heister St,State College,40.797413,-77.857391
The Salvation Army,2603 E College Ave Ste G,State College,40.82888,-77.807996
The Seafood Shack,778 Old Fort Rd,Centre Hall,40.827361,-77.660545
The Station State College,801 Toftrees Ave,Toftrees,40.823565,-77.886622
The Subie Shop,1344 Halfmoon Valley Rd,Stormstown,40.805464,-77.997861
The T Box Golf & Learn Ctr,326 Forest Ave,Zion,40.921766,-77.687093
The Tavern,220 E College Ave,State College,40.795607,-77.85971
The Tavern,218 E College Ave,State College,40.795547,-77.859655
The UPS Store,19 Colonnade Way Ste 117,State College,40.810283,-77.906065
The UPS Store,210 W Hamilton Ave,State College,40.787654,-77.85595
The Woods Family & Cosmetic Dentistry,1019 Ghaner Rd,Port Matilda,40.815708,-77.939402
The Yards at Old State,121 S Allen St,State College,40.794128,-77.860591
The Youngkwang Korean Presbyterian Church,848 Science Park Rd,State College,40.787313,-77.905438
Theodorous Peter G OD,428 Windmere Dr,State College,40.787424,-77.825411
Theodorous Peter G Optometrist,Penns Valley Medical,Spring Mills,40.849577,-77.60566
Thermal Plus Insulation of State College,Rr 322,Port Matilda,40.809758,-78.05632
Third Bay Quilt Shop,104 Rabbit Hill Rd,Bellefonte,40.960352,-77.684114
Thompson Pharmacy,2827 Earlystown Rd,Centre Hall,40.833093,-77.678345
Thompson Woods Playlot,1101 University Dr,State College,40.796143,-77.840769
Thon,227D Hub,State College,40.798205,-77.859922
Three Dots Downtown,137 E Beaver Ave,State College,40.794262,-77.859436
Thunder Tats Studio,1836 Port Matilda Hwy,Philipsburg,40.895625,-78.198843
TIAA Financial Services,328 Innovation Blvd Ste 301,State College,40.831257,-77.843077
Tinkelman Michael D Optometrist,1090 Zion Rd,Bellefonte,40.91456,-77.755198
Tire Town,2045 N Atherton St,State College,40.809938,-77.908693
Titan Federal Credit Union,114 Mack Ave,Pleasant Gap,40.868719,-77.751419
Tj Maxx Center,1613 N Atherton St,State College,40.80855,-77.893951
TL Kennedy Longarm Quilting,131 N Main St,Pleasant Gap,40.868334,-77.748086
Tlc Group Investment Advisors,270 Walker Dr,State College,40.815309,-77.829865
TM Beauty Bar,107 S Spring St,Bellefonte,40.911307,-77.779624
Toftrees Family Medicine,811 Cricklewood Dr,Toftrees,40.831008,-77.886349
Toftrees Golf Resort,1 Country Club Ln,State College,40.824434,-77.900515
Tokyo Sushi & Hibachi,428 E College Ave,State College,40.798119,-77.856423
Tolan William J PHD,110 Regent Ct,State College,40.784372,-77.822577
Tom Cali Tracy Wagner McKenzie Millward RE MAX Centre Realty,1375 Martin St,Park Forest Village,40.801817,-77.886189
Tom Colone Goosehead Insurance Agent,227 Rick St,Philipsburg,40.870234,-78.210229
Tom's Appliance Service,383 E Howard St,Bellefonte,40.914832,-77.772412
Tommy's Asian Grill,432 E College Ave,State College,40.798321,-77.856184
Top Salon,135 E Beaver Ave,State College,40.794274,-77.859581
Total Health Dentistry,403 S Allen St,State College,40.791748,-77.85644
Tractor Supply Co.,965 Benner Pike,State College,40.839554,-77.79973
Trader Joe's,243 Patriot Ln,State College,40.810337,-77.90229
Traditional Automobiles,1400 W College Ave,State College,40.7826,-77.87594
Traditional Shipibo Religion Of North America,19 Holly Cir,State College,40.771056,-77.886855
Traditions of America at Liberty Hill,102 Settlers Way,Boalsburg,40.780311,-77.784068
Transfitness Personal Training Center,119 Boyd Hollow Ln,Spring Mills,40.867584,-77.567091
Transformation Counseling LLC,1221 W Whitehall Rd Ste 190,State College,40.769192,-77.864751
Transformation To a Flawless Me Med Spa,212 Kenlee Dr Ste 1,Bellefonte,40.898142,-77.786967
Transformations,212 Kenlee Dr,Bellefonte,40.898582,-77.787808
Trcziyulny Cemetery,Moose Run Road,Bellefonte,40.966162,-77.814136
Tremont Student Living,201 Vairo Blvd,State College,40.813965,-77.886461
Tressler & Fedor,133 Canyon Ln,Port Matilda,40.83898,-78.001883
Tri County Oral Facial Surgeons P C,200 W Beaver Ave Ste 100,State College,40.792154,-77.861531
Triangle Building Supplies & Services,1076 E Bishop St,Bellefonte,40.91408,-77.758117
Trinity Lutheran Church,2221 N Oak Ln,Park Forest Village,40.810312,-77.920305
Trinity United Church of Christ,355 Hublersburg Rd,Bellefonte,40.959673,-77.612099
Trinity United Methodist Church,S Front St,Philipsburg,40.894342,-78.221888
Trinity United Methodist Church,128 W Howard St,Bellefonte,40.912924,-77.779789
TriYoga Central Pennsylvania,106 N Church St,Boalsburg,40.775933,-77.792936
Troy's Philadelphia Style Hoagies,434 W Aaron Dr,State College,40.886204,-77.780678
Truck Stuff And More,2987 Benner Pike,Bellefonte,40.887682,-77.782478
Truck Stuff And More,224 N Water St,Bellefonte,40.911769,-77.780384
